location_id,location_name,iso3,age_group,age_label,measure_short,rate,expected_rate,excess_rate,high_observed,high_excess,profile
217,Sierra Leone,SLE,70p,70+ years,Deaths,1058.0265234331434,592.7284258978669,465.2980975352765,True,True,double-high
218,Togo,TGO,70p,70+ years,Deaths,701.1211449502114,444.0629143162841,257.0582306339273,True,True,double-high
298,American Samoa,ASM,70p,70+ years,Deaths,239.9161113519603,223.422600438172,16.493510913788327,False,False,neither
305,Bermuda,BMU,70p,70+ years,Deaths,177.60208884702635,226.81155279189704,-49.20946394487069,False,False,neither
320,Cook Islands,COK,70p,70+ years,Deaths,271.6990719311059,222.15340988876127,49.54566204234462,False,False,neither
349,Greenland,GRL,70p,70+ years,Deaths,344.9424805210653,234.2481650150077,110.6943155060576,False,False,neither
351,Guam,GUM,70p,70+ years,Deaths,122.16453125059564,224.588589170508,-102.42405791991234,False,False,neither
367,Monaco,MCO,70p,70+ years,Deaths,243.3968625294148,258.61010531735474,-15.213242787939947,False,False,neither
369,Nauru,NRU,70p,70+ years,Deaths,279.7939484604534,259.6783156540344,20.115632806419,False,False,neither
374,Niue,NIU,70p,70+ years,Deaths,269.93426732740335,222.9686703930466,46.96559693435674,False,False,neither
376,Northern Mariana Islands,MNP,70p,70+ years,Deaths,251.32843819955804,222.6813404949341,28.647097704623945,False,False,neither
380,Palau,PLW,70p,70+ years,Deaths,186.20541118900653,222.5069744153274,-36.30156322632087,False,False,neither
385,Puerto Rico,PRI,70p,70+ years,Deaths,178.41036846497056,231.0027262330364,-52.592357768065824,False,False,neither
393,Saint Kitts and Nevis,KNA,70p,70+ years,Deaths,398.51782517830696,222.58254915484665,175.93527602346035,False,True,excess-only
396,San Marino,SMR,70p,70+ years,Deaths,123.85103728150531,241.5136417517502,-117.6626044702449,False,False,neither
416,Tuvalu,TUV,70p,70+ years,Deaths,322.1769574409431,268.9628429781946,53.21411446274851,False,False,neither
422,United States Virgin Islands,VIR,70p,70+ years,Deaths,117.6367684976593,225.1856290257404,-107.54886052808112,False,False,neither
435,South Sudan,SSD,70p,70+ years,Deaths,812.6729773233934,601.5067211080759,211.1662562153175,True,True,double-high
522,Sudan,SDN,70p,70+ years,Deaths,193.4039827960006,298.6106414126768,-105.20665861667618,False,False,neither
6,China,CHN,70p,70+ years,Incidence,8217.76730132449,9022.59059965315,-804.8232983286598,False,False,neither
7,Democratic People's Republic of Korea,PRK,70p,70+ years,Incidence,11198.10879250021,16331.314228748755,-5133.205436248545,False,False,neither
8,Taiwan,TWN,70p,70+ years,Incidence,17131.054379373538,5176.60373401245,11954.450645361088,False,True,excess-only
10,Cambodia,KHM,70p,70+ years,Incidence,17476.43404331666,21781.367940781176,-4304.933897464514,True,False,benchmark-aligned high burden
11,Indonesia,IDN,70p,70+ years,Incidence,10732.22321308881,11516.654472528517,-784.431259439707,False,False,neither
12,Lao People's Democratic Republic,LAO,70p,70+ years,Incidence,17381.72536939375,20628.4055783266,-3246.680208932852,True,False,benchmark-aligned high burden
13,Malaysia,MYS,70p,70+ years,Incidence,16877.95024033994,7652.829743403742,9225.120496936195,False,True,excess-only
14,Maldives,MDV,70p,70+ years,Incidence,9046.575512513233,11740.44233231491,-2693.8668198016767,False,False,neither
15,Myanmar,MMR,70p,70+ years,Incidence,9536.10481339498,19375.339992729096,-9839.235179334117,False,False,neither
16,Philippines,PHL,70p,70+ years,Incidence,20275.52312007219,11349.278220610198,8926.244899461992,True,True,double-high
17,Sri Lanka,LKA,70p,70+ years,Incidence,9889.80853771422,8912.663108907096,977.1454288071236,False,False,neither
18,Thailand,THA,70p,70+ years,Incidence,16119.9629241909,10576.424252394896,5543.538671796005,False,True,excess-only
19,Timor-Leste,TLS,70p,70+ years,Incidence,14309.591385605949,23003.027845061115,-8693.436459455166,False,False,neither
20,Viet Nam,VNM,70p,70+ years,Incidence,10573.87265609887,12603.697532313578,-2029.8248762147068,False,False,neither
22,Fiji,FJI,70p,70+ years,Incidence,10316.58527979976,10608.70105736266,-292.1157775628999,False,False,neither
23,Kiribati,KIR,70p,70+ years,Incidence,13047.07739756665,18618.340278678912,-5571.262881112261,False,False,neither
24,Marshall Islands,MHL,70p,70+ years,Incidence,10477.373076073,14620.637139911509,-4143.264063838507,False,False,neither
25,Micronesia (Federated States of),FSM,70p,70+ years,Incidence,11252.66309720697,15122.649973551015,-3869.986876344045,False,False,neither
26,Papua New Guinea,PNG,70p,70+ years,Incidence,15514.253035581629,27015.224453592746,-11500.971418011117,False,False,neither
27,Samoa,WSM,70p,70+ years,Incidence,14551.072251541062,14676.313391875692,-125.24114033463049,False,False,neither
28,Solomon Islands,SLB,70p,70+ years,Incidence,20156.0095332242,25190.092059656083,-5034.082526431881,True,False,benchmark-aligned high burden
29,Tonga,TON,70p,70+ years,Incidence,16643.51420026745,12960.305260205108,3683.208940062345,False,True,excess-only
30,Vanuatu,VUT,70p,70+ years,Incidence,13643.99786347786,23651.20503802492,-10007.20717454706,False,False,neither
33,Armenia,ARM,70p,70+ years,Incidence,8700.58215035896,9390.571528128134,-689.9893777691741,False,False,neither
34,Azerbaijan,AZE,70p,70+ years,Incidence,4693.99874442243,9845.732394673048,-5151.733650250619,False,False,neither
35,Georgia,GEO,70p,70+ years,Incidence,8705.316817402909,8125.240864419926,580.0759529829829,False,False,neither
36,Kazakhstan,KAZ,70p,70+ years,Incidence,5362.291425275121,9035.353113218192,-3673.061687943072,False,False,neither
37,Kyrgyzstan,KGZ,70p,70+ years,Incidence,4130.86557279721,13528.76895552852,-9397.90338273131,False,False,neither
38,Mongolia,MNG,70p,70+ years,Incidence,4278.45405220274,11796.132831949795,-7517.678779747057,False,False,neither
39,Tajikistan,TJK,70p,70+ years,Incidence,5847.07890037521,18031.3166537963,-12184.23775342109,False,False,neither
40,Turkmenistan,TKM,70p,70+ years,Incidence,4331.25210056056,10788.732957774211,-6457.480857213651,False,False,neither
41,Uzbekistan,UZB,70p,70+ years,Incidence,3577.99709310402,13162.365355615206,-9584.368262511183,False,False,neither
43,Albania,ALB,70p,70+ years,Incidence,3675.27584453679,9788.898266018528,-6113.622421481737,False,False,neither
44,Bosnia and Herzegovina,BIH,70p,70+ years,Incidence,3741.20099160034,9554.929169364334,-5813.728177763994,False,False,neither
45,Bulgaria,BGR,70p,70+ years,Incidence,3092.1969910113903,7638.642145538531,-4546.44515452714,False,False,neither
46,Croatia,HRV,70p,70+ years,Incidence,2725.17539934991,7321.925975152166,-4596.750575802256,False,False,neither
47,Czechia,CZE,70p,70+ years,Incidence,3823.8750950800695,6131.898931735561,-2308.023836655492,False,False,neither
48,Hungary,HUN,70p,70+ years,Incidence,2762.06900592083,7016.519773793912,-4254.4507678730815,False,False,neither
49,North Macedonia,MKD,70p,70+ years,Incidence,2427.87429505638,8006.553031916289,-5578.678736859909,False,False,neither
50,Montenegro,MNE,70p,70+ years,Incidence,3223.18533309271,7148.673393699692,-3925.488060606981,False,False,neither
51,Poland,POL,70p,70+ years,Incidence,4143.42524774958,5802.142664939784,-1658.7174171902034,False,False,neither
52,Romania,ROU,70p,70+ years,Incidence,3850.88072330858,7699.706265528419,-3848.825542219839,False,False,neither
53,Serbia,SRB,70p,70+ years,Incidence,2869.0666983215497,7256.88121320834,-4387.814514886791,False,False,neither
54,Slovakia,SVK,70p,70+ years,Incidence,4742.73522187301,6534.387133701225,-1791.651911828215,False,False,neither
55,Slovenia,SVN,70p,70+ years,Incidence,3258.59832871028,5844.815524483642,-2586.2171957733617,False,False,neither
57,Belarus,BLR,70p,70+ years,Incidence,3006.71546960582,6763.51141847075,-3756.79594886493,False,False,neither
58,Estonia,EST,70p,70+ years,Incidence,4730.24969192578,5649.740408680938,-919.4907167551582,False,False,neither
59,Latvia,LVA,70p,70+ years,Incidence,4276.3131557963,5726.923576895169,-1450.6104210988697,False,False,neither
60,Lithuania,LTU,70p,70+ years,Incidence,4696.770046422101,5624.585858145922,-927.8158117238218,False,False,neither
61,Republic of Moldova,MDA,70p,70+ years,Incidence,4951.25831239561,8808.519140158007,-3857.2608277623967,False,False,neither
62,Russian Federation,RUS,70p,70+ years,Incidence,3623.5300186905697,6318.842513601645,-2695.312494911075,False,False,neither
63,Ukraine,UKR,70p,70+ years,Incidence,2480.30287982376,7824.113509476708,-5343.810629652948,False,False,neither
66,Brunei Darussalam,BRN,70p,70+ years,Incidence,3446.45738537291,6103.413241776675,-2656.955856403765,False,False,neither
67,Japan,JPN,70p,70+ years,Incidence,3728.81850858211,5271.32531672724,-1542.5068081451295,False,False,neither
68,Republic of Korea,KOR,70p,70+ years,Incidence,3739.41003727048,5014.068028865492,-1274.657991595012,False,False,neither
69,Singapore,SGP,70p,70+ years,Incidence,6259.8261571118,5373.121423670725,886.7047334410754,False,False,neither
71,Australia,AUS,70p,70+ years,Incidence,2869.99059557039,5687.468991519877,-2817.478395949487,False,False,neither
72,New Zealand,NZL,70p,70+ years,Incidence,4787.283720960269,5436.274271995315,-648.9905510350454,False,False,neither
74,Andorra,AND,70p,70+ years,Incidence,4130.98760583973,5204.479814913936,-1073.4922090742057,False,False,neither
75,Austria,AUT,70p,70+ years,Incidence,2408.53403242303,5666.903579505261,-3258.369547082232,False,False,neither
76,Belgium,BEL,70p,70+ years,Incidence,5189.44775586285,5252.801559892871,-63.35380403002182,False,False,neither
77,Cyprus,CYP,70p,70+ years,Incidence,2742.96587853751,5631.609593281482,-2888.6437147439724,False,False,neither
78,Denmark,DNK,70p,70+ years,Incidence,4717.05552221671,4658.903362973907,58.15215924280346,False,False,neither
79,Finland,FIN,70p,70+ years,Incidence,1529.34319790331,5027.333145475659,-3497.9899475723487,False,False,neither
80,France,FRA,70p,70+ years,Incidence,4778.48356771642,5533.029826697959,-754.5462589815388,False,False,neither
81,Germany,DEU,70p,70+ years,Incidence,3842.58541596244,5224.854450787595,-1382.269034825155,False,False,neither
82,Greece,GRC,70p,70+ years,Incidence,5374.17251214126,6129.451144340955,-755.2786321996946,False,False,neither
83,Iceland,ISL,70p,70+ years,Incidence,4268.77811711284,5056.490576592724,-787.7124594798843,False,False,neither
84,Ireland,IRL,70p,70+ years,Incidence,4105.46061711158,4785.8610940268445,-680.4004769152643,False,False,neither
85,Israel,ISR,70p,70+ years,Incidence,4416.9533850076095,5924.453259365306,-1507.4998743576962,False,False,neither
86,Italy,ITA,70p,70+ years,Incidence,3598.24081397532,6059.339977280909,-2461.0991633055887,False,False,neither
87,Luxembourg,LUX,70p,70+ years,Incidence,3470.8381824419203,4966.171431658599,-1495.3332492166785,False,False,neither
88,Malta,MLT,70p,70+ years,Incidence,4442.305765129409,6143.590483958181,-1701.2847188287717,False,False,neither
89,Netherlands,NLD,70p,70+ years,Incidence,4341.34400866918,4764.545305426678,-423.2012967574983,False,False,neither
90,Norway,NOR,70p,70+ years,Incidence,5197.134601421019,4646.170235840246,550.9643655807731,False,False,neither
91,Portugal,PRT,70p,70+ years,Incidence,5490.57432613106,7204.696866411854,-1714.122540280794,False,False,neither
92,Spain,ESP,70p,70+ years,Incidence,3879.3012404664496,6565.575494682574,-2686.274254216124,False,False,neither
93,Sweden,SWE,70p,70+ years,Incidence,3666.94361936973,4728.850798389101,-1061.9071790193711,False,False,neither
94,Switzerland,CHE,70p,70+ years,Incidence,3512.10334610714,4283.513900957966,-771.410554850826,False,False,neither
95,United Kingdom,GBR,70p,70+ years,Incidence,5594.04750632537,5194.690884276703,399.3566220486673,False,False,neither
97,Argentina,ARG,70p,70+ years,Incidence,12158.65095870354,7816.518168360296,4342.132790343244,False,True,excess-only
98,Chile,CHL,70p,70+ years,Incidence,5960.71587170627,7149.537950640267,-1188.8220789339966,False,False,neither
99,Uruguay,URY,70p,70+ years,Incidence,7584.65495735906,8417.434789392932,-832.7798320338716,False,False,neither
101,Canada,CAN,70p,70+ years,Incidence,3454.93699308635,5082.926416964377,-1627.9894238780266,False,False,neither
102,United States of America,USA,70p,70+ years,Incidence,5267.14198520371,5261.2844612351055,5.857523968604255,False,False,neither
105,Antigua and Barbuda,ATG,70p,70+ years,Incidence,11683.50070989583,8087.39432744425,3596.1063824515804,False,True,excess-only
106,Bahamas,BHS,70p,70+ years,Incidence,11777.1503467144,6523.598886570872,5253.551460143527,False,True,excess-only
107,Barbados,BRB,70p,70+ years,Incidence,15009.7598863359,8120.212646581078,6889.547239754822,False,True,excess-only
108,Belize,BLZ,70p,70+ years,Incidence,15718.94136774096,13352.162245786105,2366.7791219548544,False,False,neither
109,Cuba,CUB,70p,70+ years,Incidence,20111.16310238631,10259.174850754403,9851.988251631905,True,True,double-high
110,Dominica,DMA,70p,70+ years,Incidence,14636.239478196949,8155.478292778865,6480.761185418084,False,True,excess-only
111,Dominican Republic,DOM,70p,70+ years,Incidence,14733.157138838198,11871.696584075904,2861.460554762294,False,False,neither
112,Grenada,GRD,70p,70+ years,Incidence,17066.99136024635,10966.835864894572,6100.155495351777,False,True,excess-only
113,Guyana,GUY,70p,70+ years,Incidence,11249.799047146971,10230.823205367606,1018.9758417793656,False,False,neither
114,Haiti,HTI,70p,70+ years,Incidence,16248.255659449733,24705.32097534208,-8457.065315892345,False,False,neither
115,Jamaica,JAM,70p,70+ years,Incidence,11406.94607400419,10383.605818593016,1023.3402554111744,False,False,neither
116,Saint Lucia,LCA,70p,70+ years,Incidence,14556.9528959543,9939.739529566728,4617.213366387572,False,True,excess-only
117,Saint Vincent and the Grenadines,VCT,70p,70+ years,Incidence,13542.34028686648,11854.16959509703,1688.17069176945,False,False,neither
118,Suriname,SUR,70p,70+ years,Incidence,13388.489782624927,12024.6268776886,1363.8629049363262,False,False,neither
119,Trinidad and Tobago,TTO,70p,70+ years,Incidence,8353.169078835079,7650.595487039046,702.5735917960328,False,False,neither
121,Bolivia (Plurinational State of),BOL,70p,70+ years,Incidence,18251.79460117057,13177.370067798218,5074.424533372354,True,True,double-high
122,Ecuador,ECU,70p,70+ years,Incidence,16674.96109342802,10418.065021511256,6256.896071916764,False,True,excess-only
123,Peru,PER,70p,70+ years,Incidence,24281.07406898178,10642.865303141887,13638.20876583989,True,True,double-high
125,Colombia,COL,70p,70+ years,Incidence,9388.65335545465,10506.774458688851,-1118.1211032342017,False,False,neither
126,Costa Rica,CRI,70p,70+ years,Incidence,6810.809363138929,9462.657387460731,-2651.848024321802,False,False,neither
127,El Salvador,SLV,70p,70+ years,Incidence,15619.58807909998,14467.4245597969,1152.1635193030795,False,False,neither
128,Guatemala,GTM,70p,70+ years,Incidence,14663.419061365148,17856.109094800526,-3192.6900334353777,False,False,neither
129,Honduras,HND,70p,70+ years,Incidence,9118.85604890828,20235.188486127183,-11116.332437218904,False,False,neither
130,Mexico,MEX,70p,70+ years,Incidence,5527.48338157524,10317.934814973152,-4790.451433397912,False,False,neither
131,Nicaragua,NIC,70p,70+ years,Incidence,9901.49816853137,19112.568680386063,-9211.070511854692,False,False,neither
132,Panama,PAN,70p,70+ years,Incidence,8230.78232978621,9465.594608953988,-1234.812279167776,False,False,neither
133,Venezuela (Bolivarian Republic of),VEN,70p,70+ years,Incidence,8339.684487681221,16133.343654896858,-7793.659167215637,False,False,neither
135,Brazil,BRA,70p,70+ years,Incidence,27844.8181522314,10713.049533572692,17131.76861865871,True,True,double-high
136,Paraguay,PRY,70p,70+ years,Incidence,16695.09528388382,11140.57646927032,5554.518814613501,False,True,excess-only
139,Algeria,DZA,70p,70+ years,Incidence,16191.170279441189,11887.461751039791,4303.708528401397,False,True,excess-only
140,Bahrain,BHR,70p,70+ years,Incidence,12957.94336266884,7262.406008265347,5695.537354403494,False,True,excess-only
141,Egypt,EGY,70p,70+ years,Incidence,19069.35822417232,11033.578161295743,8035.780062876576,True,True,double-high
142,Iran (Islamic Republic of),IRN,70p,70+ years,Incidence,13967.51461377377,9381.364357360526,4586.150256413244,False,True,excess-only
143,Iraq,IRQ,70p,70+ years,Incidence,13507.675273146242,12075.247740147768,1432.427532998474,False,False,neither
144,Jordan,JOR,70p,70+ years,Incidence,16274.805555652089,9280.203183926078,6994.6023717260105,False,True,excess-only
145,Kuwait,KWT,70p,70+ years,Incidence,18840.85662273367,5249.98406908859,13590.87255364508,True,True,double-high
146,Lebanon,LBN,70p,70+ years,Incidence,20999.79943979791,9160.423859840415,11839.375579957494,True,True,double-high
147,Libya,LBY,70p,70+ years,Incidence,15492.80144998299,7649.620678791357,7843.180771191633,False,True,excess-only
148,Morocco,MAR,70p,70+ years,Incidence,14833.73987574324,14227.845243958303,605.8946317849368,False,False,neither
149,Palestine,PSE,70p,70+ years,Incidence,18805.70199048951,12858.694815083209,5947.007175406301,True,True,double-high
150,Oman,OMN,70p,70+ years,Incidence,22534.80490797105,7345.625892746098,15189.179015224956,True,True,double-high
151,Qatar,QAT,70p,70+ years,Incidence,14952.24990037214,5560.906974952095,9391.342925420046,False,True,excess-only
152,Saudi Arabia,SAU,70p,70+ years,Incidence,25645.066637337,6187.792764175044,19457.27387316196,True,True,double-high
153,Syrian Arab Republic,SYR,70p,70+ years,Incidence,15419.04826289044,15611.623666955344,-192.57540406490443,False,False,neither
154,Tunisia,TUN,70p,70+ years,Incidence,15082.20656149957,10722.723155322032,4359.483406177538,False,True,excess-only
155,Türkiye,TUR,70p,70+ years,Incidence,22592.12460002839,8903.84165303941,13688.28294698898,True,True,double-high
156,United Arab Emirates,ARE,70p,70+ years,Incidence,13333.807552068818,5512.646627875746,7821.160924193072,False,True,excess-only
157,Yemen,YEM,70p,70+ years,Incidence,19866.9835873786,26179.690965100395,-6312.707377721796,True,False,benchmark-aligned high burden
160,Afghanistan,AFG,70p,70+ years,Incidence,20475.55188122582,36119.51441542696,-15643.96253420114,True,False,benchmark-aligned high burden
161,Bangladesh,BGD,70p,70+ years,Incidence,17579.51571484629,20470.913090157672,-2891.3973753113823,True,False,benchmark-aligned high burden
162,Bhutan,BTN,70p,70+ years,Incidence,21259.73108785135,19940.82755084685,1318.9035370044949,True,False,benchmark-aligned high burden
163,India,IND,70p,70+ years,Incidence,31932.86391868834,14533.40084522488,17399.463073463463,True,True,double-high
164,Nepal,NPL,70p,70+ years,Incidence,24652.19587010974,24106.07918253744,546.1166875722993,True,False,benchmark-aligned high burden
165,Pakistan,PAK,70p,70+ years,Incidence,24837.80691828438,20800.7975071516,4037.009411132778,True,True,double-high
168,Angola,AGO,70p,70+ years,Incidence,25874.6846660367,21832.55374900495,4042.130917031751,True,True,double-high
169,Central African Republic,CAF,70p,70+ years,Incidence,33522.29854416872,41889.80655352436,-8367.508009355639,True,False,benchmark-aligned high burden
170,Congo,COG,70p,70+ years,Incidence,28076.14521328234,16281.563899180586,11794.581314101752,True,True,double-high
171,Democratic Republic of the Congo,COD,70p,70+ years,Incidence,32604.25499368624,30692.504287122552,1911.7507065636887,True,False,benchmark-aligned high burden
172,Equatorial Guinea,GNQ,70p,70+ years,Incidence,27329.14608981547,12443.92861978749,14885.21747002798,True,True,double-high
173,Gabon,GAB,70p,70+ years,Incidence,27657.44531514111,13214.870943325814,14442.574371815295,True,True,double-high
175,Burundi,BDI,70p,70+ years,Incidence,32683.272455280472,38327.53748438061,-5644.265029100141,True,False,benchmark-aligned high burden
176,Comoros,COM,70p,70+ years,Incidence,33609.390211189886,23475.36445140692,10134.02575978297,True,True,double-high
177,Djibouti,DJI,70p,70+ years,Incidence,27057.01402980559,22485.332195557497,4571.681834248091,True,True,double-high
178,Eritrea,ERI,70p,70+ years,Incidence,36988.78176676551,28962.374598593608,8026.407168171903,True,True,double-high
179,Ethiopia,ETH,70p,70+ years,Incidence,32047.87846569777,30811.955031469937,1235.9234342278323,True,False,benchmark-aligned high burden
180,Kenya,KEN,70p,70+ years,Incidence,48401.58029562887,18200.65024165032,30200.930053978547,True,True,double-high
181,Madagascar,MDG,70p,70+ years,Incidence,27746.61088862665,32044.24542157274,-4297.634532946093,True,False,benchmark-aligned high burden
182,Malawi,MWI,70p,70+ years,Incidence,29524.274965082248,29406.10396875946,118.17099632278769,True,False,benchmark-aligned high burden
183,Mauritius,MUS,70p,70+ years,Incidence,8831.83253971697,8722.78885781581,109.04368190115927,False,False,neither
184,Mozambique,MOZ,70p,70+ years,Incidence,32350.01955355194,35422.16853257363,-3072.148979021691,True,False,benchmark-aligned high burden
185,Rwanda,RWA,70p,70+ years,Incidence,28665.54258921883,24846.122643711715,3819.419945507114,True,True,double-high
186,Seychelles,SYC,70p,70+ years,Incidence,16057.31519985962,8175.748463539108,7881.566736320512,False,True,excess-only
187,Somalia,SOM,70p,70+ years,Incidence,29770.95273586944,43684.14843912976,-13913.195703260317,True,False,benchmark-aligned high burden
189,United Republic of Tanzania,TZA,70p,70+ years,Incidence,30649.969133519626,24530.58159565983,6119.387537859795,True,True,double-high
190,Uganda,UGA,70p,70+ years,Incidence,26225.10365993082,26533.443761456536,-308.340101525715,True,False,benchmark-aligned high burden
191,Zambia,ZMB,70p,70+ years,Incidence,20877.89641587281,21346.376580995013,-468.4801651222042,True,False,benchmark-aligned high burden
193,Botswana,BWA,70p,70+ years,Incidence,32489.40064347862,10987.14291448143,21502.25772899719,True,True,double-high
194,Lesotho,LSO,70p,70+ years,Incidence,33106.44387116468,21021.405518014213,12085.038353150469,True,True,double-high
195,Namibia,NAM,70p,70+ years,Incidence,36053.31238078744,13826.571834780056,22226.740546007382,True,True,double-high
196,South Africa,ZAF,70p,70+ years,Incidence,36401.91908284925,9950.520803922114,26451.398278927136,True,True,double-high
197,Eswatini,SWZ,70p,70+ years,Incidence,29699.31181958217,14537.953914582697,15161.357904999477,True,True,double-high
198,Zimbabwe,ZWE,70p,70+ years,Incidence,32905.86766230439,22471.17020917663,10434.697453127756,True,True,double-high
200,Benin,BEN,70p,70+ years,Incidence,32461.34262037903,29676.185652731176,2785.156967647854,True,False,benchmark-aligned high burden
201,Burkina Faso,BFA,70p,70+ years,Incidence,33848.52460278419,38367.84554956222,-4519.320946778025,True,False,benchmark-aligned high burden
202,Cameroon,CMR,70p,70+ years,Incidence,29319.12841571203,22798.22761222597,6520.90080348606,True,True,double-high
203,Cabo Verde,CPV,70p,70+ years,Incidence,38154.97656973237,17277.256485198803,20877.720084533565,True,True,double-high
204,Chad,TCD,70p,70+ years,Incidence,39223.32849171517,43116.05266602346,-3892.724174308292,True,False,benchmark-aligned high burden
205,Côte d'Ivoire,CIV,70p,70+ years,Incidence,29244.95664551745,25741.069551063378,3503.887094454072,True,True,double-high
206,Gambia,GMB,70p,70+ years,Incidence,36724.32934168832,27371.95120023868,9352.378141449644,True,True,double-high
207,Ghana,GHA,70p,70+ years,Incidence,36129.91053003382,16540.043389352555,19589.867140681265,True,True,double-high
208,Guinea,GIN,70p,70+ years,Incidence,39673.73884747178,34252.63144650674,5421.10740096504,True,True,double-high
209,Guinea-Bissau,GNB,70p,70+ years,Incidence,33211.91669206746,32637.790148347,574.1265437204638,True,False,benchmark-aligned high burden
210,Liberia,LBR,70p,70+ years,Incidence,33015.57046396792,31773.03709696043,1242.533367007487,True,False,benchmark-aligned high burden
211,Mali,MLI,70p,70+ years,Incidence,25589.70252156935,40066.20818746812,-14476.505665898769,True,False,benchmark-aligned high burden
212,Mauritania,MRT,70p,70+ years,Incidence,33276.19520594201,20403.479699065098,12872.71550687691,True,True,double-high
213,Niger,NER,70p,70+ years,Incidence,35729.99924747103,44878.72971659378,-9148.730469122747,True,False,benchmark-aligned high burden
214,Nigeria,NGA,70p,70+ years,Incidence,34436.8945567171,20859.12049012305,13577.774066594053,True,True,double-high
215,Sao Tome and Principe,STP,70p,70+ years,Incidence,42110.0613529612,20060.217666076074,22049.843686885128,True,True,double-high
216,Senegal,SEN,70p,70+ years,Incidence,30874.299541681023,29120.70117537884,1753.5983663021834,True,False,benchmark-aligned high burden
217,Sierra Leone,SLE,70p,70+ years,Incidence,38194.91406916803,31754.43396398416,6440.4801051838695,True,True,double-high
218,Togo,TGO,70p,70+ years,Incidence,34197.80468412784,24979.626472768992,9218.178211358849,True,True,double-high
298,American Samoa,ASM,70p,70+ years,Incidence,11514.19066060727,8496.245526069566,3017.945134537704,False,True,excess-only
305,Bermuda,BMU,70p,70+ years,Incidence,8798.20064713335,6220.823403514736,2577.3772436186136,False,False,neither
320,Cook Islands,COK,70p,70+ years,Incidence,11718.14796983989,7452.73658679946,4265.41138304043,False,True,excess-only
349,Greenland,GRL,70p,70+ years,Incidence,4683.4151345367,5551.20046892619,-867.7853343894903,False,False,neither
351,Guam,GUM,70p,70+ years,Incidence,10051.94013292047,6564.422263953553,3487.5178689669174,False,True,excess-only
367,Monaco,MCO,70p,70+ years,Incidence,4417.57829091002,4569.2636750352685,-151.68538412524867,False,False,neither
369,Nauru,NRU,70p,70+ years,Incidence,11028.4756079771,13463.733049521175,-2435.2574415440777,False,False,neither
374,Niue,NIU,70p,70+ years,Incidence,11206.12355611545,8319.21009025063,2886.91346586482,False,False,neither
376,Northern Mariana Islands,MNP,70p,70+ years,Incidence,9942.45159082829,7081.761211620419,2860.690379207871,False,False,neither
380,Palau,PLW,70p,70+ years,Incidence,10305.51205770657,8086.013234838896,2219.498822867674,False,False,neither
385,Puerto Rico,PRI,70p,70+ years,Incidence,9164.25052421988,5792.2460992730485,3372.004424946832,False,True,excess-only
393,Saint Kitts and Nevis,KNA,70p,70+ years,Incidence,14418.128662665891,8130.508922338829,6287.619740327062,False,True,excess-only
396,San Marino,SMR,70p,70+ years,Incidence,3763.83610874098,5152.371485139899,-1388.5353763989192,False,False,neither
416,Tuvalu,TUV,70p,70+ years,Incidence,13194.39099309333,14292.470257706427,-1098.0792646130976,False,False,neither
422,United States Virgin Islands,VIR,70p,70+ years,Incidence,8690.69511868256,6457.843684275041,2232.85143440752,False,False,neither
435,South Sudan,SSD,70p,70+ years,Incidence,29213.48849384968,32125.324958358746,-2911.8364645090696,True,False,benchmark-aligned high burden
522,Sudan,SDN,70p,70+ years,Incidence,14914.92571187224,16582.66998932944,-1667.7442774571991,False,False,neither
6,China,CHN,u5,Under-5,DALYs,702.0135213939296,1586.3699811802633,-884.3564597863336,False,False,neither
7,Democratic People's Republic of Korea,PRK,u5,Under-5,DALYs,3857.954523261666,7234.482178867921,-3376.527655606255,False,False,neither
8,Taiwan,TWN,u5,Under-5,DALYs,685.4517897671702,172.68534980902132,512.7664399581489,False,True,excess-only
10,Cambodia,KHM,u5,Under-5,DALYs,9402.6760358126,12195.242225510498,-2792.566189697898,True,False,benchmark-aligned high burden
11,Indonesia,IDN,u5,Under-5,DALYs,5048.02951549846,3211.5409096387725,1836.4886058596871,False,True,excess-only
12,Lao People's Democratic Republic,LAO,u5,Under-5,DALYs,16462.708452100753,11145.04457476002,5317.663877340732,True,True,double-high
13,Malaysia,MYS,u5,Under-5,DALYs,1124.1595787877334,913.010325947765,211.14925283996843,False,False,neither
14,Maldives,MDV,u5,Under-5,DALYs,1804.1271521981084,3377.935999225581,-1573.8088470274724,False,False,neither
15,Myanmar,MMR,u5,Under-5,DALYs,12441.264721561554,9999.772037138153,2441.492684423404,True,True,double-high
16,Philippines,PHL,u5,Under-5,DALYs,6246.514183458537,3089.008715255464,3157.505468203074,True,True,double-high
17,Sri Lanka,LKA,u5,Under-5,DALYs,745.5466241686157,1525.963075601276,-780.4164514326602,False,False,neither
18,Thailand,THA,u5,Under-5,DALYs,1324.0949866581202,2546.166982513608,-1222.0719958554876,False,False,neither
19,Timor-Leste,TLS,u5,Under-5,DALYs,14590.212516723725,13301.05940356089,1289.1531131628344,True,True,double-high
20,Viet Nam,VNM,u5,Under-5,DALYs,2225.3141707430464,4045.0143427322328,-1819.7001719891864,False,False,neither
22,Fiji,FJI,u5,Under-5,DALYs,4922.842718258345,2568.0405736093458,2354.802144648999,False,True,excess-only
23,Kiribati,KIR,u5,Under-5,DALYs,7978.156471389206,9307.890291660971,-1329.7338202717656,True,False,benchmark-aligned high burden
